id,query,domain,label,label_name,n_tokens,source
084b7a5ae032,"In regression, the parameter ρ represents the true population correlation, estimated by r from a sample. Drawing on the analogy from Chapter 6 (where μ is estimated by x̄), synthesize the concept of statistical inference: what are the philosophical similarities in estimating population parameters from samples in both chapters?",Introductory Statistics,1,analytical,47,dataset_introductory_statistics.json
0acb94a23579,What is the Greek letter used to denote the population correlation coefficient?,Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
0b452324c684,"How do the concepts of standardization (z-scores, Chapter 6) and normalization (regression coefficients, Chapter 12) both serve the goal of making data from different scales comparable? Give an example from the textbook where this comparability is crucial.",Introductory Statistics,1,analytical,38,dataset_introductory_statistics.json
0b69530809a4,What is the TI-83/84 calculator command to find a value at a given percentile?,Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
0c42ee77765e,Compare the meaning of the y-intercept in the regression of fly ball distances (theoretical) to the regression of SCUBA diving depths and times (practical). When does the y-intercept have real-world meaning?,Introductory Statistics,1,analytical,34,dataset_introductory_statistics.json
0c79fe47d3a8,Compare the probabilities calculated using the theoretical normal distribution to those calculated from cumulative relative frequencies in the checkout line example. Why are they not exactly equal?,Introductory Statistics,1,analytical,27,dataset_introductory_statistics.json
0cbcfb5fe58d,Compare the IQR calculated from the theoretical normal distribution vs. the IQR calculated empirically from sample data. Why might these differ?,Introductory Statistics,1,analytical,21,dataset_introductory_statistics.json
0ce644d86790,"What is the invNorm function on a calculator, and when is it used?",Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
0cfe8e052fca,Compare the concept of a “best-fit line” in the context of regression to the concept of the “mean” in descriptive statistics. In what sense are both measures of “center”?,Introductory Statistics,1,analytical,30,dataset_introductory_statistics.json
0fc771c7799b,"In the third exam/final exam example with the outlier removed, what is the new correlation coefficient r?",Introductory Statistics,0,factual,18,dataset_introductory_statistics.json
0fde7053c62e,Compare the regression equation ŷ = –173.51 + 4.83x (with outlier) and ŷ = –355.19 + 7.39x (without outlier). What dramatic change occurred in both the slope and intercept?,Introductory Statistics,1,analytical,27,dataset_introductory_statistics.json
109ec52bcf81,What is the standard deviation of the standard normal distribution?,Introductory Statistics,0,factual,10,dataset_introductory_statistics.json
10f276a3d9aa,"How do the concepts of “standard deviation of the distribution” (Chapter 6) and “standard deviation of the residuals” (Chapter 12) both represent variability, and how does minimizing the latter through the SSE criterion connect to the broader statistical goal of reducing uncertainty?",Introductory Statistics,1,analytical,42,dataset_introductory_statistics.json
110179194abf,"How does the concept of “standard error” (used implicitly in the regression significance test, Chapter 12) connect to the concept of “standard deviation” in the normal distribution (Chapter 6)? What is the underlying role of both in quantifying uncertainty?",Introductory Statistics,1,analytical,39,dataset_introductory_statistics.json
11e325e107c5,What are the similarities and differences between the p-value method and the critical value method for testing significance of r?,Introductory Statistics,1,analytical,21,dataset_introductory_statistics.json
1264ebbed27b,How does the regression assumption that “y values are normally distributed about the line” (Chapter 12) directly connect to the properties of the normal distribution studied in Chapter 6? What would a violin plot of the y values at each x value look like if this assumption holds?,Introductory Statistics,1,analytical,48,dataset_introductory_statistics.json
12ed79271eb2,"How does the coefficient of determination r² = 0.44 in the third exam/final exam example connect to the normal distribution concept of explaining variation? What does it mean that 56% of the variation in final exam scores is “unexplained,” and how does this relate to the spread of the normal distribution of scores?",Introductory Statistics,1,analytical,54,dataset_introductory_statistics.json
13eac6791346,What is the independent variable in a regression model?,Introductory Statistics,0,factual,9,dataset_introductory_statistics.json
141600b2295f,What does it mean for a correlation coefficient to be “not significant”?,Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
143b71d226a6,How does the least-squares regression line for the CPI data (r = 0.8694) compare in predictive quality to the third exam/final exam line (r = 0.6631)?,Introductory Statistics,1,analytical,28,dataset_introductory_statistics.json
15743fd00656,What is the difference between a sample correlation coefficient r and a population correlation coefficient ρ?,Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
15d8c6db5123,"In the 2012 SAT verbal section, what was the standard deviation σ?",Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
16a0fe1e3ecb,"What is “regression to the mean,” and what concept in this chapter is related to it?",Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
16ab61e00c63,"A medical researcher wants to predict systolic blood pressure (normally distributed with μ = 125, σ = 14) from body mass index (BMI). Integrate the z-score framework from Chapter 6 with the regression framework from Chapter 12 to describe the full statistical approach, including hypothesis testing.",Introductory Statistics,1,analytical,43,dataset_introductory_statistics.json
16e8b522d9a2,"Using the Facebook usage and smartphone user age distributions from Chapter 6, along with regression concepts from Chapter 12, design a hypothetical study that predicts social media usage frequency from age. What statistical methods from both chapters would you apply?",Introductory Statistics,1,analytical,40,dataset_introductory_statistics.json
16eeec82ce0f,"How do the five regression assumptions (linearity, independence, normality, equal variance, random sample) connect to properties of the normal distribution (Chapter 6)? Specifically, explain how violating each assumption would distort the normal distribution of residuals.",Introductory Statistics,1,analytical,35,dataset_introductory_statistics.json
171b2b348ff8,Compare the coefficient of determination for the CPI data (r² ≈ 0.756) to that of the third exam/final exam data (r² ≈ 0.44). What does each value tell us about the fit of the model?,Introductory Statistics,1,analytical,36,dataset_introductory_statistics.json
17cedd04d142,What is the formula for calculating a z-score from a value x in a normal distribution with mean μ and standard deviation σ?,Introductory Statistics,0,factual,22,dataset_introductory_statistics.json
18a7e411f4cb,"If X ~ N(5, 6) and x = 1, what is the z-score (rounded to two decimal places)?",Introductory Statistics,0,factual,18,dataset_introductory_statistics.json
18e33ced140e,"In the checkout line wait time example (Thuy Dau et al.), what was the sample mean calculated?",Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
1d0de5b78bc9,"In a normal distribution with mean 63 and standard deviation 5, what is the probability that a randomly selected value is greater than 65?",Introductory Statistics,0,factual,24,dataset_introductory_statistics.json
1d59a69e317c,What is the 95th percentile of the Facebook usage distribution with mean 28 and standard deviation 5?,Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
1e2c163a7f25,What is the standard deviation s of the residuals in the third exam/final exam example (before removing the outlier)?,Introductory Statistics,0,factual,20,dataset_introductory_statistics.json
1f32cf0dd148,"How do the real-world examples from Chapter 12 (CPI, life expectancy, gold medals, sparrow hawks) and the real-world examples from Chapter 6 (heights, IQ, blood pressure, shoe sizes) together illustrate the ubiquity of statistical modeling in diverse fields? Synthesize these examples to argue for statistical literacy as an essential skill in modern society.",Introductory Statistics,1,analytical,55,dataset_introductory_statistics.json
1fd464e85ca2,"The textbook uses both graphical (scatter plot) and numerical (r value) methods to assess linear relationships. How do these two approaches complement each other, and how does the normal distribution underlie the theoretical framework that makes r’s significance test valid?",Introductory Statistics,1,analytical,41,dataset_introductory_statistics.json
20435ac5000d,"According to the Empirical Rule, approximately what percentage of x values lie within three standard deviations of the mean?",Introductory Statistics,0,factual,19,dataset_introductory_statistics.json
2061152fcbb6,"Synthesize the empirical rule (Chapter 6) and the standard error of regression (Chapter 12) to explain why, in both contexts, data points that are more than two standard deviations away from the center (mean or regression line) deserve special scrutiny.",Introductory Statistics,1,analytical,40,dataset_introductory_statistics.json
20d6b821e1fd,"In the third exam/final exam example, what is the value of the correlation coefficient r?",Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
214604511be1,"Consider a study predicting student performance (normally distributed) from hours of study. Integrate the z-score framework for individual predictions (Chapter 6) with the regression framework for group-level predictions (Chapter 12), explaining when each approach is most appropriate.",Introductory Statistics,1,analytical,39,dataset_introductory_statistics.json
225d391fed6a,"Synthesize the concept of the normal distribution’s bell curve (Chapter 6) with the distribution of points around the regression line (Chapter 12) to explain why both statistical tools, despite appearing different, are built on the same mathematical foundation of normally distributed errors.",Introductory Statistics,1,analytical,43,dataset_introductory_statistics.json
23ea6f44b39f,What is the relationship between the sign of the slope b and the sign of the correlation coefficient r?,Introductory Statistics,0,factual,19,dataset_introductory_statistics.json
248436e79d35,"What is 1 – r², and what does it represent?",Introductory Statistics,0,factual,9,dataset_introductory_statistics.json
249fe45a2dad,Define a normal probability distribution in plain terms for a non-statistician.,Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
24d65ef0321f,What formula is used to find the kth percentile of X when the z-score is known?,Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
25007c072459,A criminologist studies the relationship between population size and homicide rates in Detroit (Chapter 12). The residuals of the regression may or may not be normally distributed (Chapter 6). Synthesize both concepts to explain how the criminologist would fully validate their model before drawing policy conclusions.,Introductory Statistics,1,analytical,46,dataset_introductory_statistics.json
25cbf540a5af,What is meant by “equal variance” in the regression assumptions?,Introductory Statistics,0,factual,10,dataset_introductory_statistics.json
275092e24df7,"Consider the relationship between coffee consumption and heart disease. The data from Chapter 12 shows a negative correlation. Using the normal distribution framework (Chapter 6), explain how you would calculate the probability that a country with coffee consumption of 5 liters/year has a heart disease death rate below 150 per 100,000, integrating both regression prediction and normal probability calculation.",Introductory Statistics,1,analytical,61,dataset_introductory_statistics.json
2891f159bb66,What are the z-scores corresponding to ±1 standard deviation from the mean in a standard normal distribution?,Introductory Statistics,0,factual,18,dataset_introductory_statistics.json
2944c3487104,How do the concepts of the coefficient of determination r² and the area under the normal distribution curve both express “proportion of something explained”? Develop an analogy that connects these two ideas.,Introductory Statistics,1,analytical,32,dataset_introductory_statistics.json
29c1e14876fc,"For the IQR of smartphone user ages (mean 36.9, sd 13.9), what is Q3?",Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
2a3e06ca8e94,"In Chapter 12, how many degrees of freedom are used in the t-test for the correlation coefficient with n data points?",Introductory Statistics,0,factual,22,dataset_introductory_statistics.json
2a4ae95f5536,"In the third exam/final exam example, what is the coefficient of determination r²?",Introductory Statistics,0,factual,14,dataset_introductory_statistics.json
2d5c91a63a6a,Define the slope b in the context of a linear regression equation.,Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
33b46836f0ac,What is the formula for the standard deviation of the residuals s in terms of SSE and n?,Introductory Statistics,0,factual,18,dataset_introductory_statistics.json
34096c14cabf,"In the Alaska/Hawaii outlier analysis (problem 85, Chapter 12), explain how geographic and historical context, combined with statistical outlier detection and regression analysis, demonstrates the importance of integrating domain knowledge with quantitative methods.",Introductory Statistics,1,analytical,34,dataset_introductory_statistics.json
34664e0570b9,Compare using the Empirical Rule approximation to using the exact normal distribution formula (normalcdf). When would you prefer each approach?,Introductory Statistics,1,analytical,20,dataset_introductory_statistics.json
3529ddb5872c,"Synthesize the entire analytical workflow from both chapters: starting from a real-world dataset, explain the sequential steps a statistician would take — checking normality (Chapter 6), fitting a regression line (Chapter 12), testing significance, making predictions, checking for outliers, and drawing conclusions — into a unified statistical methodology.",Introductory Statistics,1,analytical,47,dataset_introductory_statistics.json
35b6fc3689a6,What is the difference between bivariate data and multivariate data? Give examples from the textbook for each.,Introductory Statistics,1,analytical,17,dataset_introductory_statistics.json
363d6ce09340,What are the assumptions required for testing the significance of the correlation coefficient?,Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
3659486b6e7e,What does it mean for a correlation coefficient to be “significant”?,Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
37133228a07f,How does the standard deviation σ serve different roles in the normal distribution formula compared to the standard deviation of residuals s in the regression model?,Introductory Statistics,1,analytical,25,dataset_introductory_statistics.json
376d99ae3ab6,"For Facebook usage (mean 28%, sd 5%), what is the probability that the usage is at least 30%?",Introductory Statistics,0,factual,18,dataset_introductory_statistics.json
381dd09289eb,"In the coin flip example (n=100, p=0.20), what are the mean and standard deviation of the number of heads?",Introductory Statistics,0,factual,22,dataset_introductory_statistics.json
3a268adadf5e,"What is the coefficient of correlation, and who developed it?",Introductory Statistics,0,factual,10,dataset_introductory_statistics.json
3b15ec9bbacd,"How does the formula b = r(sy/sx) for the regression slope synthesize concepts from both correlation (r) and descriptive statistics (sy, sx)? What does this formula reveal about the relationship between the spread of x and y and the steepness of the regression line?",Introductory Statistics,1,analytical,45,dataset_introductory_statistics.json
3bdcdd2a8335,"In the pregnancy length example, what is the mean number of days and standard deviation?",Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
3c6592fbd73d,"In the textbook’s Pinkie Length lab (Chapter 6) and the Regression labs (Chapter 12), both involve collecting data and fitting distributions. Compare and synthesize these two activities in terms of what statistical questions they answer and what assumptions they require.",Introductory Statistics,1,analytical,41,dataset_introductory_statistics.json
3c72506362aa,How does the coefficient of determination r² connect to the concept of “signal vs. noise” in data? Use the normal distribution (Chapter 6) to characterize the “noise” (unexplained variation) and regression (Chapter 12) to characterize the “signal” (explained variation). Synthesize these ideas to explain how scientists extract meaningful patterns from noisy data.,Introductory Statistics,1,analytical,52,dataset_introductory_statistics.json
3d19b0e44290,Synthesize the concepts of probability statements in the normal distribution (Chapter 6) with the prediction interval in regression (Chapter 12) to explain how a researcher can not only predict a value but also quantify confidence in that prediction.,Introductory Statistics,1,analytical,38,dataset_introductory_statistics.json
3d1fa59f72b2,"Synthesize all the major formulas from both chapters — the z-score formula, the normal distribution function, the regression equation ŷ = a + bx, the correlation formula, the SSE, and the t-test for ρ — into a unified narrative that explains how statistics moves from raw data to meaningful conclusions.",Introductory Statistics,1,analytical,46,dataset_introductory_statistics.json
3d4813c8a2fb,Compare the Empirical Rule as applied to a distribution of exam scores versus a distribution of heights. How does the practical interpretation change even though the statistical rule is the same?,Introductory Statistics,1,analytical,31,dataset_introductory_statistics.json
3d5f0cee9719,"What is a stratified sampling method, and where is it used in the lab activity in Chapter 6?",Introductory Statistics,0,factual,18,dataset_introductory_statistics.json
3e1b674fae25,How does the mean differ from the median in a perfectly symmetric normal distribution? What about in a skewed distribution?,Introductory Statistics,1,analytical,20,dataset_introductory_statistics.json
407bd4ab68f3,What were the two variables used in the third exam/final exam example?,Introductory Statistics,0,factual,13,dataset_introductory_statistics.json
42c05c3e66f1,"How do the concepts of “variation explained” (r², Chapter 12) and “probability of an outcome” (area under the curve, Chapter 6) both serve the goal of quantifying uncertainty in statistical models? Develop a synthesis that explains uncertainty quantification as a central theme in both chapters.",Introductory Statistics,1,analytical,45,dataset_introductory_statistics.json
43506e2a986a,"What is the LinRegTTest on the TI-83/84 calculator, and what output does it provide?",Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
437293d6ed49,What is the Sum of Squared Errors (SSE) minimized to achieve in linear regression?,Introductory Statistics,0,factual,14,dataset_introductory_statistics.json
47dd4d953df6,"What is the y-intercept in a linear regression equation, and how is it interpreted?",Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
47f2543e4d6f,"The SAT and ACT are different tests with different scales. Using the concepts of z-scores (Chapter 6) and linear regression (Chapter 12), explain how a university admissions office could develop a unified model to predict college GPA from either test score.",Introductory Statistics,1,analytical,42,dataset_introductory_statistics.json
491ae5555d1d,How does the concept of “area under the curve” in the normal distribution (Chapter 6) relate to the concept of “variation explained” by the regression line (Chapter 12)? Develop a conceptual bridge between these two ideas.,Introductory Statistics,1,analytical,36,dataset_introductory_statistics.json
4ade27609c90,How does the meaning of “r is not significant” (insufficient evidence) differ from “r = 0” (no correlation)? Are they the same conclusion?,Introductory Statistics,1,analytical,22,dataset_introductory_statistics.json
4b2c1726cd8a,"What is the difference between interpolation and extrapolation in regression prediction, and which is considered more reliable?",Introductory Statistics,1,analytical,17,dataset_introductory_statistics.json
4b5207e1ac84,How does the t-test statistic formula t = r√(n–2)/√(1–r²) from Chapter 12 encode information from both correlation (r) and sample size (n) to produce a probability (p-value) from the t-distribution? How does this connect to the normal distribution (Chapter 6)?,Introductory Statistics,1,analytical,46,dataset_introductory_statistics.json
4c8532f5777e,What is the formula for the test statistic t used in testing significance of the correlation coefficient?,Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
4cbbd5048eda,What does it mean for a normal distribution to be “symmetric”?,Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
4cf6358eabfa,How does the 68-95-99.7 rule (Chapter 6) and the concept of outliers identified by residuals > 2s (Chapter 12) reflect the same underlying principle about what constitutes “unusual” in statistics? Develop a unified conceptual framework for “statistical unusualness” that applies to both chapters.,Introductory Statistics,1,analytical,45,dataset_introductory_statistics.json
4d825d9d3bab,What is a “line of best fit” and why is it called the “best”?,Introductory Statistics,0,factual,14,dataset_introductory_statistics.json
4e4500739d77,What is the probability density function of a normal distribution?,Introductory Statistics,0,factual,10,dataset_introductory_statistics.json
4e6586d1d3b8,Compare the use of a scatter plot versus the correlation coefficient r for assessing the linear relationship between two variables. What can each tell you that the other cannot?,Introductory Statistics,1,analytical,29,dataset_introductory_statistics.json
50153f00b4a8,"Compare the SAT score of 700 (μ=514, σ=117) to the ACT score of 30 (μ=21, σ=5.3) using z-scores. Who performed better relative to their test?",Introductory Statistics,1,analytical,27,dataset_introductory_statistics.json
50695f1cd1ba,"For the Sports Stadiums data in Chapter 6, what was the sample mean maximum capacity?",Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
51682ec2f3ea,How does the principle of minimizing SSE in regression (Chapter 12) parallel the principle of using the mean to minimize the sum of squared deviations in descriptive statistics? What deeper statistical principle do both reflect?,Introductory Statistics,1,analytical,35,dataset_introductory_statistics.json
51c53a232652,Compare the slope of the CPI regression line (b = 1.662) to the slope of the third exam/final exam line (b = 4.83). What are the different real-world meanings of these slopes?,Introductory Statistics,1,analytical,34,dataset_introductory_statistics.json
53013c3746ab,How do the normal distribution’s role in characterizing individual measurements and regression’s role in characterizing relationships between measurements complement each other in the design of scientific studies? Use examples from both chapters to argue that a complete statistical analysis requires both distributional and relational modeling.,Introductory Statistics,1,analytical,47,dataset_introductory_statistics.json
5311e195314c,"A pollster conducts a survey on voter preferences. The results follow a normal distribution. Using concepts from both Chapter 6 (probabilities, percentiles) and Chapter 12 (predicting outcomes based on demographic variables), explain how a complete statistical analysis could predict election outcomes.",Introductory Statistics,1,analytical,41,dataset_introductory_statistics.json
55599b0e330c,Compare the regression results for coffee consumption vs. heart disease across 10 countries (Chapter 12) with the regression for weight vs. fuel efficiency. In what ways are these two analyses structurally similar despite having different variables?,Introductory Statistics,1,analytical,36,dataset_introductory_statistics.json
55a46d307cb5,Compare the sample correlation coefficient r as an estimate of ρ with other sample statistics (like x̄ estimating μ). What are the limitations of using a sample to estimate a population parameter?,Introductory Statistics,1,analytical,30,dataset_introductory_statistics.json
55b3252226e8,"What does it mean when we say the best-fit line “passes through the point (x̄, ȳ)”?",Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
574aae49698f,What are the null and alternative hypotheses for testing the significance of the correlation coefficient?,Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
57a9ea1ec5d7,What does r = –1 indicate about the linear relationship between two variables?,Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
58b850f2d022,What is the cumulative distribution function P(X < x) and how is it interpreted?,Introductory Statistics,0,factual,14,dataset_introductory_statistics.json
5afd37284641,"A student scores 73 on the third exam. Using the regression equation from Chapter 12 and the concept of prediction from Chapter 6, explain the full process of predicting their final exam score and quantifying the uncertainty in that prediction.",Introductory Statistics,1,analytical,40,dataset_introductory_statistics.json
5b0cc78bc382,"What is a “95% Critical Value” table for r, and how is it used to determine significance?",Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
5b4db4aba491,"How does the z-score for x = 17 in X ~ N(5, 6) compare to the z-score for y = 4 in Y ~ N(2, 1)? What does this tell us about standardization?",Introductory Statistics,1,analytical,33,dataset_introductory_statistics.json
5c9c29dcfc78,"In the Consumer Price Index (CPI) regression example, what is the equation of the best-fit line?",Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
5ce93db0eee1,"Compare the regression analysis of the mandarin orange data to the regression of the sports stadium data. In both cases, how does the distribution of the data affect the reliability of predictions?",Introductory Statistics,1,analytical,32,dataset_introductory_statistics.json
5de48c8a225f,Define a percentile in the context of a normal distribution.,Introductory Statistics,0,factual,10,dataset_introductory_statistics.json
5e48632d9533,Consider the gender height data example (Chapter 6) and the weight-to-height regression for children (Chapter 12). Synthesize these two approaches to explain how a pediatrician could use both normal distribution percentiles AND a regression model to comprehensively assess a child’s growth.,Introductory Statistics,1,analytical,44,dataset_introductory_statistics.json
5e882ae4044c,"How does the use of the normal distribution to approximate the binomial (as in the coin flip and NUMMI examples, Chapter 6) relate to the Central Limit Theorem, and how does the Central Limit Theorem also justify the normality assumption in regression (Chapter 12)?",Introductory Statistics,1,analytical,44,dataset_introductory_statistics.json
5f085dd76790,"In the normal distribution context, compare finding a probability P(X < x) to finding a percentile (given a probability, find x). How do these two types of problems differ in their computational approach?",Introductory Statistics,1,analytical,33,dataset_introductory_statistics.json
60270437bdad,What is the IQR (Interquartile Range) and how is it calculated?,Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
602f04fc9b04,What is the significance level α = 0.05 and what decision rule does it create in hypothesis testing?,Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
60764c0697e2,"Compare and contrast the practical usefulness of a high r value (e.g., 0.95) in a small dataset (n=5) versus a moderate r value (e.g., 0.50) in a large dataset (n=100).",Introductory Statistics,1,analytical,36,dataset_introductory_statistics.json
6165163c1a51,How do the skills of reading a scatter plot (Chapter 12) and reading a normal distribution curve (Chapter 6) together constitute the foundational visual literacy needed for data analysis? Synthesize these skills and explain what visual patterns each plot type can reveal that the other cannot.,Introductory Statistics,1,analytical,46,dataset_introductory_statistics.json
618b1e27b031,What percent of variation in the final exam grade is explained by the third exam score using the regression line?,Introductory Statistics,0,factual,20,dataset_introductory_statistics.json
6235a38135fd,"What is multivariate data, and how does it differ from bivariate data?",Introductory Statistics,0,factual,12,dataset_introductory_statistics.json
6242c2a6aa5a,"A student athlete tracks her jump shot practice and points scored (Chapter 12 scatter plot example). Integrating the concepts of normal distribution (her scores might be normally distributed, Chapter 6) and regression (predicting scores from practice hours, Chapter 12), design a statistically complete training optimization plan.",Introductory Statistics,1,analytical,46,dataset_introductory_statistics.json
62d9e94093da,"In educational assessment, both z-scores (for individual performance, Chapter 6) and regression (for predicting future performance from past performance, Chapter 12) are used. Synthesize these tools to design a comprehensive early-warning system for students at academic risk, integrating both individual-level and group-level statistical analysis.",Introductory Statistics,1,analytical,48,dataset_introductory_statistics.json
63ebee238ed7,What is the 70th percentile of the final exam score distribution with mean 63 and standard deviation 5?,Introductory Statistics,0,factual,18,dataset_introductory_statistics.json
641ded029b2b,"For the CD player lifetime example, what is the standard deviation?",Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
64a6e88c44a3,"In the NUMMI assembly line example, what was the mean number of defective cars per sample of n=100?",Introductory Statistics,0,factual,19,dataset_introductory_statistics.json
65c14833f733,What is the difference between σ (sigma) and s in the context of normal distributions and regression?,Introductory Statistics,0,factual,16,dataset_introductory_statistics.json
66607a7fa263,"In the scratch-off lottery ticket example, what is the probability that a ticket wins?",Introductory Statistics,0,factual,15,dataset_introductory_statistics.json
68ca29f9b404,"What is a linear equation in the statistical context, and how is it written?",Introductory Statistics,0,factual,14,dataset_introductory_statistics.json
695a11d84d48,What does the phrase “correlation does not imply causation” mean?,Introductory Statistics,0,factual,10,dataset_introductory_statistics.json
695aa2577f69,Compare the null hypothesis (H₀: ρ = 0) and the alternative hypothesis (Hₐ: ρ ≠ 0) in words about what each claims about the population.,Introductory Statistics,1,analytical,21,dataset_introductory_statistics.json
695ca2ae7dcc,How do the slope and y-intercept of a regression line differ in their interpretations?,Introductory Statistics,1,analytical,15,dataset_introductory_statistics.json
697a25dff9f4,"Consider the textbook’s entire discussion of the normal distribution (Chapter 6) and linear regression (Chapter 12) as two pillars of introductory statistics. Synthesize the key insights, methods, assumptions, and limitations of both to argue that together they provide a foundational toolkit for data-driven decision-making in any professional field.",Introductory Statistics,1,analytical,51,dataset_introductory_statistics.json
69f5805c2e37,How does the 25th percentile (Q1) compare to the 75th percentile (Q3) in a symmetric normal distribution? What is their relationship to the mean?,Introductory Statistics,1,analytical,24,dataset_introductory_statistics.json
6a58e079d060,Compare the regression equation and the scatter plot as tools for predicting y from x. When is each most useful?,Introductory Statistics,1,analytical,20,dataset_introductory_statistics.json
6b3b0bc9ccd3,"In the Aaron’s Word Processing Service example, what is the y-intercept of the cost equation?",Introductory Statistics,0,factual,17,dataset_introductory_statistics.json
6b818a58f1d7,Compare the effect of a large sample size vs. a small sample size on the reliability of using the correlation coefficient r for prediction.,Introductory Statistics,1,analytical,24,dataset_introductory_statistics.json
6cbd6b07b1b7,"What is a scatter plot, and what information does it convey?",Introductory Statistics,0,factual,11,dataset_introductory_statistics.json
6d11aa3ed76f,"How does the interplay between the sample size n, the correlation r, and the significance level α in hypothesis testing for regression (Chapter 12) illustrate the fundamental statistical trade-off between Type I and Type II errors? Connect this trade-off to the concept of probability under the normal curve (Chapter 6).",Introductory Statistics,1,analytical,51,dataset_introductory_statistics.json
6d5e320bbafb,"In the unemployment wait time (mean 3, sd 1.5), what is the probability of less than one hour unsupervised?",Introductory Statistics,0,factual,20,dataset_introductory_statistics.json
709045e35ce5,Compare the use of LinRegTTest and the critical values table as two methods for testing significance of r. Under what circumstances might one be preferred over the other?,Introductory Statistics,1,analytical,28,dataset_introductory_statistics.json
70e0d9199ce2,"Using the concept of interpolation vs. extrapolation from Chapter 12 and the concept of the domain of a distribution from Chapter 6, explain why predictions outside the observed range of x values are unreliable even when r is significant.",Introductory Statistics,1,analytical,39,dataset_introductory_statistics.json
71a966e8c050,"In the regression of CPI over time, the textbook notes that although r is significant, a curve would be a better model. Using knowledge of both the normal distribution and regression concepts, explain what statistical signals suggest this, and what might happen to residuals if we force a linear model.",Introductory Statistics,1,analytical,50,dataset_introductory_statistics.json
721390265d67,How does the meaning of the correlation coefficient r differ between r = 0.5 and r = –0.5? Are they equally strong? In what way do they differ?,Introductory Statistics,1,analytical,28,dataset_introductory_statistics.json
